BAIRRO,VALOR,AREA,QUARTOS
SOBRADINHO,1380000.0,201.0,3.0
AGUAS CLARAS,330000.0,39.0,1.0
AGUAS CLARAS,379900.0,83.0,2.0
PARK WAY,4390000.0,620.0,5.0
JARDIM BOTANICO,5800000.0,719.0,4.0
PARK SUL,2380000.0,154.0,4.0
SUDOESTE,2890000.0,190.0,3.0
ASA NORTE,540000.0,34.0,1.0
JARDIM BOTANICO,850000.0,147.0,3.0
ASA SUL,1090000.0,99.0,3.0
SAMAMBAIA,399999.0,55.0,2.0
AGUAS CLARAS,310000.0,29.0,1.0
ASA SUL,1495000.0,135.0,3.0
GUARA,1400000.0,90.0,2.0
LAGO NORTE,3600000.0,540.0,6.0
ASA NORTE,405000.0,29.0,1.0
JARDIM BOTANICO,1820000.0,260.0,3.0
TAGUATINGA,490000.0,59.0,2.0
ASA NORTE,1100000.0,74.0,2.0
ARNIQUEIRA,1250000.0,280.0,3.0
LAGO SUL,8500000.0,800.0,4.0
TAGUATINGA,645000.0,210.0,4.0
VICENTE PIRES,1350000.0,300.0,3.0
CRUZEIRO,530000.0,63.0,3.0
ASA SUL,430000.0,90.0,2.0
RIACHO FUNDO,230000.0,50.0,2.0
GUARA,399000.0,80.0,2.0
JARDIM BOTANICO,1649000.0,340.0,4.0
JARDIM BOTANICO,1197000.0,350.0,3.0
CEILANDIA,470000.0,220.0,5.0
SOBRADINHO,531000.0,55.0,2.0
TAGUATINGA,320000.0,37.0,1.0
VICENTE PIRES,840000.0,400.0,3.0
AGUAS CLARAS,830000.0,98.0,3.0
NOROESTE,1250000.0,74.0,2.0
NOROESTE,1900000.0,175.0,2.0
AGUAS CLARAS,1520000.0,133.0,3.0
ASA SUL,1430000.0,256.0,3.0
AGUAS CLARAS,1540000.0,170.0,4.0
LAGO NORTE,615000.0,61.0,2.0
PARK WAY,1890000.0,500.0,4.0
AGUAS CLARAS,600000.0,73.0,3.0
AGUAS CLARAS,620000.0,92.0,3.0
SUDOESTE,3100000.0,199.0,4.0
NOROESTE,3900000.0,213.0,4.0
CRUZEIRO,503000.0,46.0,2.0
ARNIQUEIRA,990000.0,1050.0,1.0
LAGO SUL,8500000.0,600.0,4.0
PARK WAY,3470000.0,740.0,4.0
ASA SUL,1495000.0,110.0,3.0
SOBRADINHO,1270000.0,280.0,3.0
SAMAMBAIA,265000.0,47.0,2.0
PARK WAY,2290000.0,650.0,4.0
SOBRADINHO,1890000.0,337.0,5.0
ASA SUL,1185000.0,95.0,2.0
JARDINS MANGUEIRAL,470000.0,58.0,2.0
CEILANDIA,220000.0,53.0,2.0
ASA SUL,550000.0,56.0,2.0
LAGO SUL,8700000.0,600.0,5.0
PARK WAY,3800000.0,565.0,4.0
TAQUARI,3200000.0,480.0,4.0
ASA NORTE,4300000.0,260.0,3.0
GUARA,365000.0,48.0,2.0
ASA SUL,2050000.0,158.0,3.0
TAGUATINGA,900000.0,350.0,3.0
PARK SUL,380000.0,30.0,1.0
GUARA,459000.0,71.0,3.0
RIACHO FUNDO,600000.0,80.0,2.0
JARDIM BOTANICO,780000.0,920.0,1.0
AGUAS CLARAS,790000.0,80.0,2.0
TAGUATINGA,320000.0,50.0,2.0
SAMAMBAIA,380000.0,171.0,3.0
CRUZEIRO,443800.0,52.0,2.0
NOROESTE,2320000.0,129.0,3.0
AGUAS CLARAS,348000.0,39.0,1.0
SAMAMBAIA,219000.0,44.0,2.0
AGUAS CLARAS,529999.0,190.0,4.0
ASA SUL,1330000.0,107.0,3.0
GAMA,315000.0,57.0,2.0
SAMAMBAIA,300000.0,125.0,3.0
ASA SUL,1150000.0,170.0,3.0
ARNIQUEIRA,520000.0,180.0,4.0
SUDOESTE,518000.0,37.0,1.0
JARDIM BOTANICO,4900000.0,800.0,5.0
LAGO SUL,3500000.0,494.0,5.0
SAMAMBAIA,450000.0,67.0,3.0
NOROESTE,1370000.0,85.0,2.0
NOROESTE,1150000.0,84.0,2.0
SAMAMBAIA,590000.0,180.0,3.0
SAMAMBAIA,311000.0,51.0,2.0
PARK WAY,2700000.0,1800.0,7.0
JARDIM BOTANICO,750000.0,380.0,2.0
PARK SUL,1450000.0,83.0,3.0
ASA NORTE,666374.0,37.0,1.0
SAMAMBAIA,269900.0,120.0,3.0
SOBRADINHO,1450000.0,350.0,3.0
GUARA,1500000.0,360.0,3.0
NOROESTE,1280000.0,71.0,2.0
AGUAS CLARAS,350000.0,54.0,2.0
ASA NORTE,850000.0,86.0,3.0
JARDIM BOTANICO,2000000.0,550.0,6.0
ASA SUL,1990000.0,157.0,3.0
TAGUATINGA,280000.0,50.0,2.0
JARDIM BOTANICO,930000.0,240.0,3.0
GUARA,565000.0,50.0,2.0
GUARA,1890000.0,380.0,6.0
AGUAS CLARAS,500000.0,54.0,2.0
CRUZEIRO,550000.0,63.0,3.0
GAMA,850000.0,400.0,3.0
ASA SUL,750000.0,48.0,1.0
JARDIM BOTANICO,1090000.0,175.0,3.0
PARK WAY,1850000.0,500.0,4.0
VICENTE PIRES,860000.0,400.0,4.0
LAGO NORTE,280000.0,31.0,1.0
AGUAS CLARAS,1062903.0,98.0,3.0
AGUAS CLARAS,300000.0,33.0,1.0
CEILANDIA,290000.0,64.0,2.0
JARDIM BOTANICO,4627215.0,457.0,3.0
,2200000.0,235.0,3.0
GUARA,894999.0,232.0,3.0
ASA SUL,1700000.0,256.0,4.0
JARDIM BOTANICO,1150000.0,310.0,3.0
AGUAS CLARAS,1079000.0,143.0,4.0
NOROESTE,1850000.0,152.0,2.0
SUDOESTE,3200000.0,255.0,4.0
CEILANDIA,399000.0,250.0,2.0
JARDIM BOTANICO,450000.0,160.0,2.0
JARDIM BOTANICO,1750000.0,420.0,4.0
SAMAMBAIA,395000.0,60.0,2.0
JARDIM BOTANICO,890000.0,220.0,4.0
AGUAS CLARAS,694000.0,67.0,2.0
,1790000.0,304.0,4.0
PARK WAY,2850000.0,650.0,4.0
JARDIM BOTANICO,1700000.0,400.0,4.0
RIACHO FUNDO,165000.0,51.0,2.0
SAMAMBAIA,1250000.0,450.0,4.0
VICENTE PIRES,690000.0,500.0,3.0
ASA NORTE,1190000.0,92.0,3.0
GUARA,395000.0,56.0,2.0
AGUAS CLARAS,1350000.0,168.0,4.0
ASA SUL,1490000.0,231.0,3.0
ASA SUL,425000.0,35.0,1.0
AGUAS CLARAS,469000.0,53.0,1.0
ASA NORTE,720000.0,75.0,2.0
AGUAS CLARAS,440000.0,45.0,2.0
JARDIM BOTANICO,2200000.0,320.0,4.0
AGUAS CLARAS,615000.0,77.0,2.0
JARDIM BOTANICO,830000.0,250.0,3.0
ASA SUL,930000.0,70.0,2.0
NOROESTE,2450000.0,180.0,2.0
ASA SUL,950000.0,77.0,3.0
ASA SUL,1500000.0,110.0,3.0
NOROESTE,8100000.0,522.0,3.0
AGUAS CLARAS,299000.0,52.0,2.0
PARK SUL,1290000.0,75.0,2.0
ASA NORTE,1800000.0,130.0,3.0
PARK SUL,4988949.0,295.0,4.0
JARDIM BOTANICO,1150000.0,590.0,4.0
AGUAS CLARAS,695000.0,92.0,3.0
NOROESTE,2060000.0,123.0,3.0
GUARA,360000.0,58.0,3.0
ASA SUL,510000.0,33.0,1.0
NOROESTE,2960000.0,192.0,4.0
AGUAS CLARAS,630000.0,82.0,2.0
GUARA,1395000.0,300.0,4.0
PARK WAY,3600000.0,780.0,5.0
TAGUATINGA,490000.0,340.0,5.0
PARK WAY,2780000.0,600.0,5.0
SAMAMBAIA,299000.0,140.0,3.0
AGUAS CLARAS,1790000.0,172.0,4.0
SOBRADINHO,650000.0,120.0,2.0
LAGO NORTE,565000.0,54.0,2.0
PARK SUL,1310000.0,77.0,3.0
TAGUATINGA,310000.0,84.0,2.0
AGUAS CLARAS,885000.0,106.0,4.0
ASA SUL,160000.0,27.0,1.0
AGUAS CLARAS,810000.0,92.0,3.0
ASA SUL,400000.0,77.0,2.0
AGUAS CLARAS,790000.0,78.0,3.0
SAMAMBAIA,440000.0,60.0,2.0
ASA NORTE,600000.0,45.0,2.0
ASA SUL,360000.0,78.0,1.0
ASA SUL,2900000.0,208.0,4.0
SAMAMBAIA,339000.0,54.0,2.0
AGUAS CLARAS,570000.0,56.0,2.0
SAMAMBAIA,290000.0,100.0,3.0
AGUAS CLARAS,950000.0,300.0,3.0
AGUAS CLARAS,640000.0,73.0,3.0
TAGUATINGA,1200000.0,220.0,3.0
ASA NORTE,290000.0,35.0,1.0
AGUAS CLARAS,795000.0,116.0,3.0
JARDIM BOTANICO,1290000.0,225.0,3.0
JARDIM BOTANICO,1980000.0,420.0,4.0
AGUAS CLARAS,365000.0,32.0,1.0
PARK WAY,5950000.0,700.0,5.0
GUARA,620000.0,64.0,3.0
ASA NORTE,620000.0,50.0,1.0
JARDINS MANGUEIRAL,610000.0,68.0,3.0
JARDIM BOTANICO,2000000.0,550.0,6.0
LAGO SUL,4500000.0,840.0,7.0
ASA SUL,1730000.0,100.0,3.0
AGUAS CLARAS,455000.0,64.0,2.0
JARDIM BOTANICO,1500000.0,280.0,3.0
SAMAMBAIA,339900.0,55.0,2.0
SANTA MARIA,235000.0,44.0,2.0
SOBRADINHO,1300000.0,2.0,2.0
SOBRADINHO,750000.0,350.0,4.0
ASA NORTE,1780000.0,137.0,3.0
JARDIM BOTANICO,4100000.0,500.0,5.0
AGUAS CLARAS,480000.0,63.0,3.0
ASA SUL,2000000.0,169.0,4.0
SUDOESTE,1290000.0,87.0,3.0
LAGO SUL,16000000.0,800.0,4.0
NOROESTE,650000.0,40.0,1.0
GUARA,639000.0,200.0,4.0
ARNIQUEIRA,760000.0,400.0,3.0
NOROESTE,4500000.0,306.0,4.0
VICENTE PIRES,1400000.0,280.0,4.0
GAMA,1290000.0,255.0,3.0
JARDIM BOTANICO,3050000.0,408.0,5.0
AGUAS CLARAS,460000.0,77.0,3.0
,340000.0,104.0,3.0
JARDIM BOTANICO,1800000.0,550.0,9.0
ASA NORTE,1630000.0,137.0,3.0
LAGO SUL,2600000.0,300.0,4.0
JARDIM BOTANICO,920000.0,350.0,3.0
LAGO NORTE,1850000.0,600.0,7.0
SUDOESTE,2440000.0,144.0,4.0
GUARA,480000.0,40.0,1.0
LAGO SUL,4800000.0,670.0,5.0
JARDIM BOTANICO,629000.0,60.0,2.0
ASA NORTE,405000.0,25.0,1.0
LAGO NORTE,559000.0,52.0,2.0
CRUZEIRO,535000.0,63.0,3.0
SOBRADINHO,495000.0,65.0,2.0
NUCLEO BANDEIRANTE,1050000.0,264.0,3.0
ASA NORTE,765000.0,90.0,3.0
ASA SUL,1190000.0,67.0,2.0
AGUAS CLARAS,615000.0,64.0,3.0
NOROESTE,5163750.0,382.0,4.0
LAGO NORTE,5980000.0,700.0,5.0
ASA SUL,650000.0,44.0,2.0
ASA NORTE,390000.0,55.0,3.0
ASA SUL,4090000.0,300.0,4.0
JARDIM BOTANICO,2950000.0,620.0,4.0
NOROESTE,1270000.0,71.0,2.0
SOBRADINHO,759000.0,82.0,3.0
ASA SUL,1250000.0,100.0,3.0
AGUAS CLARAS,1320000.0,450.0,5.0
TAGUATINGA,650000.0,420.0,1.0
JARDIM BOTANICO,1500000.0,321.0,3.0
JARDIM BOTANICO,650000.0,120.0,1.0
TAGUATINGA,249900.0,53.0,2.0
ASA NORTE,260000.0,40.0,1.0
AGUAS CLARAS,2200000.0,203.0,4.0
AGUAS CLARAS,680000.0,67.0,2.0
JARDIM BOTANICO,1100000.0,300.0,5.0
LAGO SUL,32000000.0,1582.0,5.0
GUARA,925000.0,78.0,3.0
VICENTE PIRES,350000.0,55.0,2.0
PARK SUL,727000.0,47.0,2.0
VICENTE PIRES,3200000.0,650.0,5.0
AGUAS CLARAS,880000.0,88.0,3.0
GUARA,1300000.0,600.0,5.0
ASA NORTE,774900.0,90.0,3.0
JARDIM BOTANICO,990000.0,161.0,3.0
JARDIM BOTANICO,980000.0,200.0,4.0
PARK WAY,2200000.0,346.0,5.0
JARDIM BOTANICO,1890000.0,546.0,4.0
AGUAS CLARAS,299000.0,38.0,1.0
GUARA,930000.0,120.0,4.0
ASA NORTE,399000.0,31.0,1.0
ASA NORTE,1350000.0,185.0,2.0
RIACHO FUNDO,169000.0,30.0,1.0
VICENTE PIRES,2100000.0,440.0,4.0
ASA SUL,1350000.0,63.0,1.0
,740000.0,139.0,3.0
PARK SUL,2350000.0,157.0,4.0
AGUAS CLARAS,1690000.0,188.0,3.0
JARDIM BOTANICO,1470000.0,350.0,4.0
ASA SUL,799000.0,60.0,2.0
ARNIQUEIRA,1990000.0,430.0,4.0
LAGO SUL,11500000.0,736.0,4.0
NOROESTE,1750000.0,92.0,1.0
AGUAS CLARAS,1500000.0,170.0,4.0
GUARA,1400000.0,294.0,4.0
ARNIQUEIRA,3500000.0,408.0,4.0
PARK WAY,4500000.0,450.0,5.0
SAMAMBAIA,190000.0,130.0,3.0
AGUAS CLARAS,690000.0,90.0,2.0
SUDOESTE,390000.0,29.0,1.0
AGUAS CLARAS,980000.0,127.0,3.0
NOROESTE,1800000.0,103.0,3.0
ASA SUL,1160000.0,66.0,2.0
ASA SUL,490000.0,43.0,1.0
JARDIM BOTANICO,1100000.0,317.0,6.0
JARDIM BOTANICO,790000.0,170.0,3.0
SAMAMBAIA,268000.0,42.0,2.0
LAGO SUL,21900000.0,1100.0,5.0
AGUAS CLARAS,640000.0,70.0,3.0
RIACHO FUNDO,600000.0,80.0,2.0
JARDINS MANGUEIRAL,435000.0,87.0,2.0
AGUAS CLARAS,599000.0,92.0,3.0
CANDANGOLANDIA,780000.0,180.0,4.0
AGUAS CLARAS,569000.0,50.0,2.0
AGUAS CLARAS,1670000.0,168.0,4.0
SOBRADINHO,1890000.0,250.0,4.0
PARK WAY,3900000.0,700.0,4.0
AGUAS CLARAS,1349000.0,370.0,3.0
GUARA,525000.0,64.0,2.0
SUDOESTE,507000.0,26.0,1.0
AGUAS CLARAS,639000.0,59.0,2.0
ARNIQUEIRA,2600000.0,600.0,5.0
JARDIM BOTANICO,600000.0,350.0,5.0
AGUAS CLARAS,679000.0,90.0,33.0
JARDIM BOTANICO,1750000.0,400.0,4.0
VICENTE PIRES,1599900.0,450.0,5.0
SOBRADINHO,1200000.0,300.0,4.0
ASA NORTE,660000.0,28.0,1.0
PARK SUL,1869999.0,104.0,3.0
JARDIM BOTANICO,1650000.0,600.0,4.0
LAGO NORTE,3500000.0,600.0,7.0
GUARA,698000.0,170.0,3.0
PARK WAY,2690000.0,540.0,6.0
VICENTE PIRES,1450000.0,390.0,4.0
TAGUATINGA,290000.0,57.0,2.0
TAGUATINGA,380000.0,62.0,2.0
SOBRADINHO,1100000.0,0.0,2.0
AGUAS CLARAS,735000.0,79.0,2.0
AGUAS CLARAS,1420000.0,150.0,4.0
PARK WAY,2690000.0,420.0,4.0
SUDOESTE,690000.0,50.0,1.0
ASA NORTE,1300000.0,90.0,2.0
ASA SUL,850000.0,113.0,1.0
CEILANDIA,650000.0,200.0,6.0
SAO SEBASTIAO,145000.0,47.0,2.0
ARNIQUEIRA,1149000.0,342.0,5.0
GUARA,1990000.0,360.0,4.0
SOBRADINHO,1900000.0,2.0,10.0
AGUAS CLARAS,545000.0,72.0,3.0
GUARA,318000.0,48.0,2.0
SOBRADINHO,335000.0,162.0,3.0
SUDOESTE,546000.0,26.0,1.0
SOBRADINHO,1490000.0,290.0,3.0
JARDIM BOTANICO,1890000.0,453.0,6.0
LAGO SUL,10000000.0,970.0,5.0
NUCLEO BANDEIRANTE,190000.0,32.0,1.0
ASA NORTE,1550000.0,137.0,3.0
ASA NORTE,445000.0,40.0,1.0
ARNIQUEIRA,1100000.0,191.0,3.0
SOBRADINHO,1095000.0,180.0,3.0
TAGUATINGA,690000.0,290.0,4.0
VICENTE PIRES,680000.0,210.0,6.0
NOROESTE,2679599.0,178.0,2.0
AGUAS CLARAS,1105000.0,96.0,3.0
JARDIM BOTANICO,2290000.0,450.0,5.0
LAGO SUL,4500000.0,600.0,5.0
JARDIM BOTANICO,2990000.0,600.0,4.0
AGUAS CLARAS,290000.0,74.0,3.0
AGUAS CLARAS,480000.0,50.0,1.0
TAGUATINGA,520000.0,63.0,2.0
JARDIM BOTANICO,4150000.0,576.0,5.0
AGUAS CLARAS,1320000.0,141.0,4.0
LAGO SUL,7500000.0,772.0,5.0
SOBRADINHO,1490000.0,270.0,3.0
AGUAS CLARAS,690000.0,84.0,3.0
JARDIM BOTANICO,1390000.0,900.0,4.0
GAMA,330000.0,260.0,3.0
SOBRADINHO,540700.0,63.0,2.0
NUCLEO BANDEIRANTE,650000.0,208.0,5.0
JARDIM BOTANICO,1400000.0,200.0,3.0
VICENTE PIRES,890000.0,197.0,3.0
JARDIM BOTANICO,1790000.0,604.0,5.0
AGUAS CLARAS,950000.0,142.0,4.0
NOROESTE,4011879.0,302.0,4.0
ASA NORTE,730000.0,51.0,1.0
RIACHO FUNDO,500000.0,80.0,2.0
PARK WAY,3970000.0,560.0,4.0
GUARA,759000.0,80.0,3.0
RIACHO FUNDO,225000.0,62.0,3.0
LAGO SUL,22000000.0,1065.0,5.0
ASA NORTE,259000.0,29.0,1.0
GAMA,1490000.0,245.0,4.0
VICENTE PIRES,1690000.0,320.0,4.0
OCTOGONAL,1650000.0,125.0,4.0
JARDIM BOTANICO,560000.0,120.0,3.0
TAGUATINGA,540000.0,70.0,3.0
NOROESTE,2320000.0,152.0,4.0
JARDIM BOTANICO,850000.0,220.0,3.0
AGUAS CLARAS,358000.0,38.0,1.0
AGUAS CLARAS,550000.0,65.0,2.0
PARK WAY,3300000.0,641.0,6.0
ASA NORTE,1780000.0,112.0,2.0
LAGO NORTE,810000.0,134.0,1.0
CEILANDIA,390000.0,250.0,5.0
LAGO SUL,2890000.0,750.0,8.0
SOBRADINHO,330000.0,60.0,2.0
JARDIM BOTANICO,1650000.0,500.0,3.0
NOROESTE,1205136.0,83.0,2.0
NOROESTE,1180000.0,77.0,2.0
GAMA,1999000.0,600.0,4.0
ARNIQUEIRA,1950000.0,630.0,3.0
NOROESTE,4030397.0,213.0,4.0
SUDOESTE,2590000.0,213.0,4.0
AGUAS CLARAS,1499000.0,147.0,3.0
LAGO NORTE,1280000.0,487.0,4.0
AGUAS CLARAS,370000.0,35.0,1.0
SAMAMBAIA,225000.0,33.0,1.0
SUDOESTE,660000.0,58.0,1.0
TAGUATINGA,3600000.0,1200.0,4.0
GUARA,660000.0,93.0,3.0
,1300000.0,410.0,4.0
RIACHO FUNDO,770000.0,190.0,3.0
ASA SUL,2250000.0,158.0,3.0
ASA NORTE,1660000.0,122.0,3.0
NOROESTE,590000.0,34.0,1.0
AGUAS CLARAS,690000.0,110.0,2.0
CRUZEIRO,510000.0,43.0,2.0
SUDOESTE,440000.0,29.0,1.0
SOBRADINHO,830000.0,258.0,3.0
JARDIM BOTANICO,3600000.0,438.0,4.0
CRUZEIRO,485000.0,62.0,3.0
JARDIM BOTANICO,1499000.0,423.0,4.0
,650000.0,204.0,3.0
RECANTO DAS EMAS,285000.0,150.0,2.0
SUDOESTE,390000.0,33.0,1.0
ASA NORTE,380000.0,38.0,1.0
AGUAS CLARAS,450000.0,50.0,2.0
ASA NORTE,500000.0,48.0,1.0
SAMAMBAIA,325000.0,150.0,2.0
PARK WAY,5200000.0,1100.0,5.0
JARDIM BOTANICO,990000.0,161.0,3.0
NOROESTE,2780000.0,186.0,4.0
LAGO SUL,6990000.0,1200.0,5.0
PARK WAY,3450000.0,600.0,4.0
GUARA,1490000.0,140.0,4.0
JARDIM BOTANICO,2200000.0,562.0,5.0
AGUAS CLARAS,860000.0,93.0,2.0
LAGO SUL,6500000.0,600.0,5.0
AGUAS CLARAS,870000.0,96.0,3.0
GUARA,1170000.0,100.0,3.0
AGUAS CLARAS,999000.0,150.0,3.0
AGUAS CLARAS,330000.0,33.0,1.0
LAGO SUL,5600000.0,700.0,4.0
JARDIM BOTANICO,2950000.0,460.0,3.0
AGUAS CLARAS,3200000.0,283.0,4.0
AGUAS CLARAS,1200000.0,142.0,4.0
PARK WAY,9500000.0,860.0,4.0
PARK WAY,2000000.0,500.0,5.0
JARDIM BOTANICO,1150000.0,500.0,3.0
LAGO SUL,10390000.0,700.0,5.0
GUARA,720000.0,63.0,2.0
ARNIQUEIRA,1330000.0,200.0,3.0
AGUAS CLARAS,2050000.0,236.0,4.0
AGUAS CLARAS,3250000.0,283.0,3.0
AGUAS CLARAS,478000.0,43.0,1.0
AGUAS CLARAS,460000.0,44.0,1.0
BRAZLANDIA,779000.0,0.0,3.0
ARNIQUEIRA,1150000.0,560.0,4.0
JARDIM BOTANICO,1320000.0,380.0,3.0
LAGO NORTE,2850000.0,623.0,4.0
JARDIM BOTANICO,1100000.0,492.0,4.0
VICENTE PIRES,1800000.0,300.0,4.0
SOBRADINHO,1250000.0,203.0,3.0
LAGO NORTE,429000.0,32.0,1.0
AGUAS CLARAS,650000.0,84.0,2.0
AGUAS CLARAS,360000.0,38.0,1.0
SIA,12480000.0,4200.0,31.0
AGUAS CLARAS,470000.0,45.0,1.0
GAMA,660000.0,257.0,3.0
AGUAS CLARAS,535000.0,69.0,2.0
AGUAS CLARAS,280000.0,32.0,1.0
LAGO NORTE,2350000.0,495.0,4.0
PARK WAY,1850000.0,1739.0,6.0
NOROESTE,365000.0,82.0,1.0
PARK SUL,1850000.0,120.0,4.0
LAGO SUL,3330000.0,572.0,4.0
TAGUATINGA,330000.0,55.0,2.0
CEILANDIA,797000.0,343.0,5.0
AGUAS CLARAS,1080000.0,104.0,4.0
AGUAS CLARAS,870000.0,116.0,4.0
NOROESTE,4011000.0,301.0,4.0
NOROESTE,585000.0,34.0,1.0
JARDIM BOTANICO,2700000.0,597.0,5.0
PARK WAY,8800000.0,800.0,5.0
OCTOGONAL,1648000.0,126.0,4.0
VICENTE PIRES,1050000.0,400.0,4.0
LAGO SUL,2500000.0,380.0,5.0
JARDIM BOTANICO,3500000.0,550.0,5.0
CEILANDIA,295000.0,72.0,1.0
ASA SUL,3850000.0,300.0,4.0
JARDIM BOTANICO,2150000.0,500.0,9.0
LAGO SUL,1430000.0,377.0,3.0
JARDIM BOTANICO,824000.0,160.0,3.0
JARDIM BOTANICO,2850000.0,358.0,3.0
SOBRADINHO,1900000.0,250.0,4.0
PARK WAY,2900000.0,7500.0,5.0
GUARA,769000.0,68.0,2.0
SOBRADINHO,490000.0,120.0,4.0
ASA NORTE,130000.0,30.0,1.0
LAGO NORTE,500000.0,100.0,3.0
NOROESTE,4900000.0,273.0,4.0
SUDOESTE,1620000.0,99.0,3.0
CEILANDIA,250000.0,180.0,3.0
SOBRADINHO,1650000.0,219.0,4.0
AGUAS CLARAS,1830000.0,189.0,4.0
ASA NORTE,1930000.0,139.0,3.0
RIACHO FUNDO,600000.0,150.0,3.0
SOBRADINHO,699000.0,180.0,4.0
JARDIM BOTANICO,590000.0,125.0,2.0
LAGO NORTE,3100000.0,410.0,4.0
AGUAS CLARAS,480000.0,77.0,3.0
TAGUATINGA,650000.0,150.0,4.0
,1500000.0,2.0,6.0
SAMAMBAIA,260000.0,180.0,2.0
GUARA,750000.0,800.0,2.0
PARK WAY,1400000.0,102.0,2.0
PARK WAY,6000000.0,900.0,5.0
JARDIM BOTANICO,3490000.0,500.0,5.0
JARDIM BOTANICO,1650000.0,350.0,3.0
SOBRADINHO,580000.0,266.0,4.0
SAMAMBAIA,559000.0,380.0,7.0
GUARA,495000.0,62.0,3.0
ARNIQUEIRA,1000000.0,200.0,4.0
AGUAS CLARAS,2389000.0,196.0,4.0
SOBRADINHO,350000.0,46.0,2.0
ASA NORTE,1890000.0,181.0,4.0
TAGUATINGA,255000.0,58.0,2.0
JARDIM BOTANICO,2300000.0,600.0,4.0
SOBRADINHO,480000.0,260.0,6.0
AGUAS CLARAS,385000.0,58.0,1.0
AGUAS CLARAS,799000.0,80.0,2.0
SOBRADINHO,499000.0,56.0,2.0
SAMAMBAIA,699000.0,89.0,3.0
SOBRADINHO,290000.0,80.0,2.0
AGUAS CLARAS,418077.0,50.0,2.0
SAMAMBAIA,2250000.0,700.0,4.0
JARDIM BOTANICO,795000.0,350.0,5.0
AGUAS CLARAS,350000.0,36.0,1.0
AGUAS CLARAS,370000.0,52.0,2.0
AGUAS CLARAS,315000.0,33.0,1.0
SOBRADINHO,1099000.0,0.0,50.0
NOROESTE,2400000.0,153.0,4.0
TAGUATINGA,529000.0,83.0,2.0
PARK WAY,1450000.0,600.0,8.0
AGUAS CLARAS,885000.0,106.0,3.0
AGUAS CLARAS,480000.0,57.0,2.0
SOBRADINHO,1260000.0,160.0,3.0
ASA SUL,25000.0,12.0,2.0
ASA NORTE,1165000.0,76.0,2.0
JARDINS MANGUEIRAL,595000.0,68.0,3.0
AGUAS CLARAS,625000.0,81.0,3.0
NUCLEO BANDEIRANTE,200000.0,32.0,1.0
,305000.0,36.0,1.0
SOBRADINHO,2490000.0,350.0,3.0
CRUZEIRO,650000.0,70.0,3.0
VICENTE PIRES,1550000.0,500.0,5.0
JARDIM BOTANICO,3570000.0,370.0,4.0
CEILANDIA,368000.0,54.0,2.0
GUARA,860000.0,99.0,4.0
NOROESTE,3900000.0,213.0,4.0
SOBRADINHO,1270000.0,250.0,3.0
NOROESTE,1595000.0,97.0,1.0
JARDIM BOTANICO,605000.0,200.0,2.0
ASA SUL,1630000.0,137.0,3.0
NUCLEO BANDEIRANTE,900000.0,240.0,5.0
ASA SUL,1500000.0,260.0,5.0
ASA SUL,2900000.0,208.0,4.0
AGUAS CLARAS,1150000.0,101.0,3.0
GUARA,1380000.0,84.0,2.0
GUARA,220000.0,30.0,1.0
JARDIM BOTANICO,2990000.0,450.0,4.0
TAGUATINGA,5800000.0,1459.0,7.0
VICENTE PIRES,1600000.0,387.0,5.0
SUDOESTE,1850000.0,145.0,3.0
AGUAS CLARAS,658000.0,60.0,2.0
VICENTE PIRES,2300000.0,700.0,3.0
LAGO NORTE,5200000.0,735.0,5.0
AGUAS CLARAS,390000.0,35.0,1.0
SAMAMBAIA,799000.0,200.0,3.0
NOROESTE,2690000.0,162.0,4.0
ASA NORTE,750000.0,52.0,1.0
GUARA,380000.0,58.0,2.0
ASA SUL,550000.0,56.0,2.0
RECANTO DAS EMAS,450000.0,250.0,3.0
SOBRADINHO,899000.0,460.0,4.0
TAQUARI,2490000.0,255.0,3.0
NOROESTE,3800000.0,194.0,4.0
SUDOESTE,395000.0,30.0,1.0
LAGO SUL,2400000.0,1000.0,5.0
JARDIM BOTANICO,1690000.0,383.0,5.0
PARK WAY,3980000.0,578.0,4.0
ASA NORTE,1790000.0,132.0,3.0
ASA SUL,2600000.0,175.0,3.0
SUDOESTE,3200000.0,177.0,4.0
SOBRADINHO,400000.0,148.0,3.0
JARDIM BOTANICO,650000.0,40.0,2.0
ASA NORTE,1500000.0,125.0,4.0
PARK SUL,4300000.0,242.0,4.0
,1499000.0,0.0,2.0
JARDIM BOTANICO,1550000.0,552.0,5.0
JARDIM BOTANICO,980000.0,200.0,4.0
AGUAS CLARAS,1150000.0,120.0,3.0
LAGO SUL,6500000.0,400.0,4.0
VICENTE PIRES,1590000.0,370.0,4.0
SUDOESTE,440000.0,30.0,1.0
PARK SUL,1360000.0,78.0,3.0
VICENTE PIRES,890000.0,200.0,3.0
GUARA,340000.0,61.0,2.0
NOROESTE,650000.0,32.0,1.0
SOBRADINHO,780000.0,262.0,4.0
CEILANDIA,255000.0,150.0,2.0
ASA SUL,1350000.0,186.0,4.0
AGUAS CLARAS,2295000.0,265.0,4.0
SAMAMBAIA,229000.0,112.0,3.0
GAMA,415000.0,190.0,3.0
SOBRADINHO,2590000.0,320.0,4.0
JARDIM BOTANICO,1950000.0,320.0,3.0
SAMAMBAIA,270000.0,80.0,1.0
