BAIRRO,VALOR,AREA,QUARTOS
LAGO SUL,3900000.0,530.0,5.0
AGUAS CLARAS,1850000.0,189.0,3.0
SUDOESTE,4799597.0,244.0,4.0
SAMAMBAIA,497000.0,105.0,4.0
SAMAMBAIA,690000.0,155.0,3.0
SANTA MARIA,193000.0,45.0,2.0
PLANALTINA,710000.0,2.0,1.0
SAMAMBAIA,2580000.0,408.0,4.0
AGUAS CLARAS,520000.0,50.0,2.0
ASA NORTE,827000.0,75.0,3.0
JARDIM BOTANICO,950000.0,170.0,2.0
VICENTE PIRES,950000.0,250.0,4.0
SAMAMBAIA,1190000.0,330.0,3.0
GAMA,689000.0,195.0,3.0
TAGUATINGA,650000.0,176.0,4.0
CEILANDIA,9230000.0,0.0,3.0
,840000.0,240.0,6.0
SOBRADINHO,2100000.0,300.0,4.0
SAMAMBAIA,350000.0,260.0,4.0
AGUAS CLARAS,1150000.0,101.0,3.0
TAGUATINGA,260000.0,70.0,3.0
,87000.0,250.0,4.0
PARK SUL,3123262.0,205.0,4.0
ARNIQUEIRA,1150000.0,360.0,4.0
PLANALTINA,750000.0,2.0,3.0
GUARA,220000.0,50.0,2.0
SUDOESTE,2900000.0,208.0,4.0
,4700000.0,0.0,5.0
SOBRADINHO,499000.0,140.0,3.0
SOBRADINHO,1250000.0,334.0,4.0
JARDIM BOTANICO,279000.0,80.0,3.0
SOBRADINHO,680000.0,283.0,4.0
AGUAS CLARAS,1250000.0,220.0,4.0
TAGUATINGA,399000.0,65.0,3.0
AGUAS CLARAS,380000.0,37.0,1.0
SOBRADINHO,1290000.0,320.0,4.0
JARDIM BOTANICO,1550000.0,300.0,4.0
SOBRADINHO,1290000.0,450.0,4.0
SAMAMBAIA,299000.0,100.0,3.0
TAGUATINGA,245000.0,57.0,2.0
SAMAMBAIA,450000.0,67.0,3.0
TAGUATINGA,299900.0,190.0,3.0
ARNIQUEIRA,1590000.0,335.0,4.0
SOBRADINHO,690000.0,74.0,3.0
NOROESTE,3180000.0,166.0,4.0
AGUAS CLARAS,473000.0,50.0,2.0
AGUAS CLARAS,1050000.0,139.0,3.0
ASA SUL,2050000.0,126.0,3.0
TAGUATINGA,600000.0,100.0,4.0
ASA SUL,9500000.0,751.0,8.0
,6000000.0,20.0,2.0
JARDIM BOTANICO,2690000.0,460.0,4.0
AGUAS CLARAS,540000.0,69.0,3.0
JARDIM BOTANICO,1320000.0,300.0,3.0
SAMAMBAIA,170000.0,42.0,1.0
ASA SUL,1300000.0,98.0,3.0
AGUAS CLARAS,535000.0,58.0,2.0
SOBRADINHO,290000.0,140.0,4.0
SOBRADINHO,1500000.0,307.0,4.0
SAMAMBAIA,180000.0,29.0,1.0
LAGO SUL,2300000.0,300.0,3.0
AGUAS CLARAS,1200000.0,147.0,3.0
AGUAS CLARAS,739000.0,147.0,3.0
VICENTE PIRES,980000.0,446.0,4.0
SAMAMBAIA,430000.0,89.0,3.0
VICENTE PIRES,1200000.0,220.0,3.0
ASA NORTE,2300000.0,180.0,4.0
SOBRADINHO,820000.0,100.0,1.0
AGUAS CLARAS,550000.0,66.0,3.0
AGUAS CLARAS,225000.0,33.0,1.0
TAGUATINGA,285000.0,108.0,3.0
AGUAS CLARAS,1200000.0,141.0,4.0
TAGUATINGA,350000.0,120.0,2.0
ASA NORTE,149500.0,25.0,1.0
TAGUATINGA,280000.0,65.0,2.0
LAGO NORTE,470000.0,40.0,1.0
AGUAS CLARAS,440000.0,51.0,1.0
GUARA,780000.0,205.0,5.0
ASA NORTE,2350000.0,168.0,3.0
ARNIQUEIRA,1450000.0,520.0,5.0
GUARA,499000.0,70.0,2.0
SUDOESTE,4705487.0,244.0,4.0
JARDIM BOTANICO,2450000.0,866.0,4.0
TAGUATINGA,280000.0,36.0,1.0
GAMA,750000.0,425.0,6.0
AGUAS CLARAS,550000.0,76.0,2.0
ASA SUL,1130000.0,105.0,3.0
RECANTO DAS EMAS,286291.0,45.0,2.0
GUARA,415000.0,39.0,1.0
RIACHO FUNDO,245000.0,50.0,2.0
AGUAS CLARAS,700000.0,72.0,3.0
PARK SUL,2500000.0,138.0,3.0
GAMA,260000.0,65.0,2.0
PARK WAY,1550000.0,250.0,3.0
VICENTE PIRES,980000.0,150.0,4.0
SUDOESTE,2690000.0,160.0,3.0
NUCLEO BANDEIRANTE,795000.0,189.0,4.0
AGUAS CLARAS,815000.0,96.0,3.0
GAMA,765000.0,240.0,3.0
PARK SUL,3650000.0,253.0,4.0
SAMAMBAIA,247000.0,48.0,2.0
SOBRADINHO,380000.0,125.0,3.0
VICENTE PIRES,1369000.0,500.0,3.0
GUARA,1350000.0,200.0,4.0
VICENTE PIRES,2500000.0,470.0,5.0
ARNIQUEIRA,520000.0,240.0,3.0
JARDIM BOTANICO,3500000.0,1000.0,5.0
ASA NORTE,199000.0,50.0,2.0
GAMA,680000.0,411.0,3.0
JARDIM BOTANICO,650000.0,290.0,2.0
SOBRADINHO,676400.0,76.0,3.0
NOROESTE,2999000.0,182.0,3.0
VICENTE PIRES,1680000.0,320.0,4.0
ASA SUL,2100000.0,360.0,5.0
NUCLEO BANDEIRANTE,290000.0,70.0,2.0
GUARA,469000.0,64.0,3.0
SOL NASCENTE,153000.0,80.0,3.0
LAGO NORTE,785000.0,60.0,2.0
AGUAS CLARAS,415000.0,35.0,1.0
SOBRADINHO,920000.0,370.0,3.0
VICENTE PIRES,190000.0,50.0,2.0
SAMAMBAIA,289000.0,53.0,2.0
RIACHO FUNDO,98000.0,48.0,2.0
ASA SUL,449994.0,66.0,1.0
AGUAS CLARAS,1150000.0,119.0,3.0
SUDOESTE,3543000.0,172.0,4.0
TAGUATINGA,705000.0,91.0,3.0
SAMAMBAIA,295000.0,48.0,2.0
SOBRADINHO,1850000.0,252.0,4.0
AGUAS CLARAS,730000.0,107.0,3.0
SOBRADINHO,660000.0,115.0,3.0
ASA NORTE,1500000.0,107.0,3.0
TAGUATINGA,460000.0,71.0,3.0
LAGO SUL,8900000.0,640.0,4.0
TAGUATINGA,240000.0,56.0,2.0
TAGUATINGA,240000.0,56.0,2.0
SOBRADINHO,2050000.0,350.0,4.0
SOBRADINHO,1845000.0,420.0,5.0
NOROESTE,2450000.0,152.0,3.0
ARNIQUEIRA,1150000.0,280.0,5.0
GUARA,850000.0,185.0,4.0
CEILANDIA,245000.0,134.0,3.0
AGUAS CLARAS,500000.0,184.0,5.0
SOBRADINHO,689000.0,160.0,3.0
TAGUATINGA,480000.0,68.0,3.0
PARK SUL,1446000.0,92.0,3.0
VICENTE PIRES,789000.0,232.0,3.0
TAGUATINGA,305000.0,68.0,2.0
SOBRADINHO,490000.0,117.0,3.0
SAMAMBAIA,260000.0,132.0,3.0
TAGUATINGA,650000.0,145.0,5.0
SAMAMBAIA,245000.0,147.0,2.0
PARK SUL,3081557.0,202.0,4.0
ASA NORTE,2619000.0,274.0,25.0
GUARA,1628000.0,148.0,3.0
RIACHO FUNDO,250000.0,63.0,3.0
NOROESTE,1300000.0,74.0,2.0
VICENTE PIRES,1200000.0,220.0,3.0
SUDOESTE,230000.0,29.0,1.0
CEILANDIA,250000.0,140.0,2.0
TAGUATINGA,1350000.0,700.0,7.0
AGUAS CLARAS,815000.0,96.0,4.0
GAMA,560000.0,70.0,3.0
ARNIQUEIRA,699000.0,240.0,3.0
SAO SEBASTIAO,145000.0,50.0,1.0
GUARA,220000.0,50.0,2.0
PARK SUL,2950000.0,202.0,4.0
AGUAS CLARAS,1270000.0,95.0,3.0
JARDIM BOTANICO,720000.0,50.0,1.0
NOROESTE,4950000.0,220.0,2.0
SAMAMBAIA,450000.0,112.0,3.0
VICENTE PIRES,1368000.0,428.0,5.0
LAGO NORTE,3200000.0,600.0,6.0
GUARA,620000.0,66.0,3.0
JARDIM BOTANICO,2000000.0,500.0,4.0
SAMAMBAIA,520000.0,120.0,4.0
NOROESTE,3418000.0,227.0,3.0
AGUAS CLARAS,690000.0,100.0,3.0
AGUAS CLARAS,590000.0,93.0,4.0
ARNIQUEIRA,1690000.0,333.0,3.0
JARDIM BOTANICO,3400000.0,500.0,3.0
JARDIM BOTANICO,2700000.0,357.0,4.0
SANTA MARIA,250000.0,60.0,3.0
SOBRADINHO,250000.0,70.0,2.0
SOBRADINHO,1150000.0,300.0,4.0
ARNIQUEIRA,3500000.0,350.0,3.0
AGUAS CLARAS,1390000.0,168.0,4.0
AGUAS CLARAS,610000.0,88.0,3.0
ARNIQUEIRA,1700000.0,450.0,4.0
AGUAS CLARAS,500000.0,120.0,2.0
SAMAMBAIA,250000.0,126.0,3.0
SUDOESTE,575000.0,58.0,2.0
AGUAS CLARAS,589000.0,57.0,2.0
SAMAMBAIA,990000.0,3.0,5.0
SAMAMBAIA,350000.0,160.0,3.0
AGUAS CLARAS,450000.0,44.0,1.0
ASA SUL,1100000.0,200.0,5.0
SAMAMBAIA,350600.0,63.0,3.0
RECANTO DAS EMAS,450000.0,160.0,3.0
JARDIM BOTANICO,6000000.0,0.0,20.0
ASA SUL,190000.0,23.0,1.0
GAMA,269000.0,58.0,2.0
TAGUATINGA,340000.0,77.0,3.0
SOBRADINHO,450000.0,272.0,4.0
PARK WAY,1450000.0,200.0,3.0
TAGUATINGA,256900.0,48.0,2.0
LAGO NORTE,300000.0,27.0,1.0
TAGUATINGA,600000.0,350.0,4.0
SUDOESTE,760000.0,88.0,2.0
SOBRADINHO,1300000.0,349.0,3.0
GAMA,719000.0,352.0,5.0
AGUAS CLARAS,320000.0,33.0,1.0
AGUAS CLARAS,1670000.0,168.0,4.0
CEILANDIA,370000.0,98.0,4.0
JARDIM BOTANICO,1980000.0,395.0,5.0
AGUAS CLARAS,600000.0,139.0,4.0
AGUAS CLARAS,399000.0,45.0,2.0
LAGO SUL,14500000.0,380.0,4.0
VICENTE PIRES,600000.0,190.0,4.0
SAMAMBAIA,450000.0,300.0,4.0
SAMAMBAIA,310000.0,48.0,2.0
TAGUATINGA,365000.0,50.0,1.0
VICENTE PIRES,1200000.0,220.0,3.0
,900000.0,229.0,3.0
SAMAMBAIA,795000.0,642.0,4.0
JARDIM BOTANICO,1650000.0,320.0,3.0
CEILANDIA,360000.0,117.0,3.0
NOROESTE,4100000.0,301.0,4.0
SUDOESTE,454000.0,35.0,1.0
SOBRADINHO,799000.0,256.0,4.0
VICENTE PIRES,1100000.0,465.0,4.0
TAGUATINGA,125000.0,0.0,1.0
PARK WAY,3200000.0,632.0,4.0
SUDOESTE,3739000.0,172.0,4.0
ASA NORTE,590000.0,55.0,2.0
PARK WAY,180000.0,45.0,1.0
TAGUATINGA,1298000.0,500.0,4.0
ASA NORTE,499000.0,55.0,2.0
PARK WAY,2350000.0,400.0,5.0
,180000.0,200.0,2.0
RIACHO FUNDO,250000.0,67.0,2.0
SUDOESTE,650000.0,57.0,2.0
,1500000.0,100.0,1.0
SOBRADINHO,680000.0,272.0,3.0
PARK WAY,3590000.0,850.0,4.0
SOBRADINHO,455000.0,100.0,4.0
AGUAS CLARAS,798000.0,100.0,4.0
ARNIQUEIRA,950000.0,636.0,4.0
ASA NORTE,340000.0,30.0,1.0
AGUAS CLARAS,990000.0,95.0,3.0
GAMA,780000.0,400.0,3.0
VICENTE PIRES,1500000.0,350.0,3.0
GUARA,1250000.0,200.0,4.0
JARDIM BOTANICO,1285000.0,343.0,4.0
TAQUARI,2990000.0,850.0,6.0
VICENTE PIRES,1100000.0,408.0,3.0
ARNIQUEIRA,669000.0,300.0,5.0
CEILANDIA,630000.0,295.0,4.0
CEILANDIA,5900000.0,9.0,5.0
VICENTE PIRES,1200000.0,200.0,3.0
VICENTE PIRES,489000.0,80.0,2.0
VICENTE PIRES,1480000.0,188.0,3.0
AGUAS CLARAS,875000.0,127.0,4.0
RECANTO DAS EMAS,120000.0,115.0,3.0
SOBRADINHO,1049000.0,360.0,3.0
SOBRADINHO,900000.0,117.0,3.0
ASA SUL,1640000.0,350.0,5.0
PARK WAY,3600000.0,700.0,5.0
AGUAS CLARAS,6700000.0,667.0,16.0
SAMAMBAIA,420000.0,84.0,3.0
VICENTE PIRES,950000.0,307.0,4.0
GUARA,790000.0,80.0,3.0
GUARA,3200000.0,205.0,3.0
TAGUATINGA,790000.0,203.0,4.0
ARNIQUEIRA,2470000.0,840.0,4.0
VICENTE PIRES,1300000.0,580.0,3.0
VICENTE PIRES,790000.0,270.0,5.0
ASA NORTE,210000.0,21.0,1.0
ASA NORTE,150000.0,24.0,1.0
LAGO SUL,7000000.0,1000.0,5.0
NOROESTE,3750000.0,272.0,4.0
AGUAS CLARAS,1100000.0,114.0,3.0
RIACHO FUNDO,600000.0,290.0,3.0
ARNIQUEIRA,1990000.0,450.0,4.0
AGUAS CLARAS,980000.0,93.0,3.0
SOBRADINHO,1390000.0,200.0,3.0
SAMAMBAIA,175000.0,30.0,1.0
ARNIQUEIRA,2500000.0,625.0,4.0
JARDIM BOTANICO,2500000.0,518.0,4.0
JARDIM BOTANICO,1350000.0,450.0,5.0
AGUAS CLARAS,860000.0,105.0,3.0
CEILANDIA,302390.0,42.0,2.0
ARNIQUEIRA,1500000.0,100.0,1.0
SAMAMBAIA,135000.0,90.0,3.0
GUARA,1150000.0,374.0,5.0
SAMAMBAIA,990000.0,200.0,3.0
JARDIM BOTANICO,1790000.0,348.0,4.0
SAMAMBAIA,340000.0,57.0,2.0
NOROESTE,1999000.0,157.0,2.0
LAGO NORTE,8900000.0,6700.0,4.0
JARDIM BOTANICO,1890000.0,480.0,5.0
AGUAS CLARAS,597000.0,60.0,1.0
GAMA,790000.0,312.0,5.0
VICENTE PIRES,780000.0,397.0,2.0
CEILANDIA,430000.0,160.0,3.0
ASA NORTE,789000.0,90.0,3.0
VICENTE PIRES,1200000.0,185.0,3.0
JARDIM BOTANICO,884500.0,155.0,3.0
AGUAS CLARAS,360000.0,45.0,2.0
SOBRADINHO,890000.0,0.0,2.0
SUDOESTE,469000.0,25.0,1.0
PARK SUL,415000.0,36.0,1.0
VICENTE PIRES,1650000.0,370.0,4.0
VICENTE PIRES,999000.0,234.0,3.0
RIACHO FUNDO,599999.0,420.0,9.0
,990990.0,1.0,4.0
VICENTE PIRES,915000.0,180.0,3.0
ARNIQUEIRA,700000.0,350.0,4.0
AGUAS CLARAS,799000.0,112.0,3.0
ASA NORTE,380000.0,27.0,1.0
SAMAMBAIA,550000.0,357.0,6.0
SOBRADINHO,280000.0,210.0,3.0
CEILANDIA,240000.0,126.0,3.0
GAMA,890000.0,365.0,3.0
TAGUATINGA,450000.0,161.0,3.0
AGUAS CLARAS,350000.0,39.0,1.0
JARDIM BOTANICO,1990000.0,800.0,9.0
SAMAMBAIA,320000.0,55.0,2.0
SAMAMBAIA,320000.0,55.0,2.0
SOBRADINHO,1100000.0,700.0,7.0
VICENTE PIRES,275000.0,55.0,2.0
SOBRADINHO,850000.0,500.0,3.0
VICENTE PIRES,800000.0,352.0,3.0
JARDIM BOTANICO,1300000.0,215.0,3.0
AGUAS CLARAS,480000.0,50.0,2.0
JARDIM BOTANICO,2500000.0,500.0,4.0
ARNIQUEIRA,2890000.0,600.0,4.0
VICENTE PIRES,1090000.0,500.0,3.0
JARDINS MANGUEIRAL,650000.0,110.0,3.0
JARDIM BOTANICO,850000.0,100.0,2.0
VICENTE PIRES,1150000.0,430.0,3.0
ARNIQUEIRA,1250000.0,400.0,3.0
ARNIQUEIRA,1950000.0,800.0,4.0
GAMA,1350000.0,260.0,4.0
ARNIQUEIRA,940000.0,350.0,3.0
CEILANDIA,310000.0,57.0,2.0
GUARA,150000.0,72.0,1.0
VICENTE PIRES,2000000.0,400.0,4.0
AGUAS CLARAS,535000.0,59.0,2.0
VICENTE PIRES,1150000.0,270.0,4.0
SOBRADINHO,200000.0,180.0,3.0
SAMAMBAIA,800000.0,650.0,3.0
ASA NORTE,345000.0,36.0,1.0
AGUAS CLARAS,750000.0,86.0,3.0
SAMAMBAIA,289000.0,140.0,2.0
ASA SUL,1160000.0,124.0,3.0
JARDIM BOTANICO,1240000.0,253.0,3.0
LAGO SUL,3390000.0,538.0,4.0
ASA NORTE,329000.0,27.0,1.0
ASA SUL,468000.0,49.0,2.0
NOROESTE,1990000.0,124.0,3.0
LAGO NORTE,2400000.0,300.0,4.0
JARDIM BOTANICO,1550000.0,350.0,3.0
ARNIQUEIRA,749000.0,160.0,2.0
ARNIQUEIRA,1500000.0,280.0,3.0
JARDIM BOTANICO,3390000.0,517.0,4.0
JARDIM BOTANICO,1770000.0,320.0,3.0
AGUAS CLARAS,560000.0,83.0,3.0
ARNIQUEIRA,700000.0,200.0,3.0
LAGO SUL,11000000.0,736.0,4.0
CEILANDIA,300000.0,260.0,2.0
JARDIM BOTANICO,2500000.0,310.0,4.0
,1580000.0,42.0,3.0
SUDOESTE,3336000.0,167.0,4.0
TAGUATINGA,800000.0,465.0,10.0
AGUAS CLARAS,1250000.0,142.0,3.0
GUARA,1285000.0,124.0,4.0
LAGO NORTE,3250000.0,565.0,4.0
NOROESTE,2900000.0,164.0,4.0
BRAZLANDIA,4700000.0,0.0,4.0
ARNIQUEIRA,2500000.0,1400.0,4.0
GAMA,190000.0,275.0,1.0
ARNIQUEIRA,990000.0,295.0,5.0
LAGO SUL,27500000.0,1100.0,4.0
,900000.0,340.0,3.0
ARNIQUEIRA,359000.0,120.0,3.0
TAGUATINGA,305000.0,68.0,3.0
RIACHO FUNDO,180000.0,39.0,1.0
TAGUATINGA,420000.0,117.0,5.0
AGUAS CLARAS,2880000.0,284.0,4.0
ASA NORTE,2300000.0,155.0,2.0
JARDIM BOTANICO,1100000.0,250.0,3.0
ASA NORTE,3250000.0,270.0,5.0
SOBRADINHO,240000.0,0.0,4.0
CANDANGOLANDIA,420000.0,120.0,2.0
SAO SEBASTIAO,12000000.0,16.0,10.0
RIACHO FUNDO,220000.0,54.0,2.0
TAGUATINGA,470000.0,69.0,3.0
AGUAS CLARAS,380000.0,35.0,1.0
TAGUATINGA,970000.0,325.0,4.0
JARDIM BOTANICO,580000.0,150.0,2.0
AGUAS CLARAS,1900000.0,320.0,4.0
NOROESTE,3790000.0,201.0,4.0
ASA NORTE,1650000.0,114.0,3.0
CEILANDIA,400000.0,120.0,3.0
VICENTE PIRES,1800000.0,280.0,3.0
AGUAS CLARAS,650000.0,223.0,3.0
VICENTE PIRES,1630000.0,245.0,4.0
AGUAS CLARAS,1730000.0,183.0,3.0
AGUAS CLARAS,2800000.0,284.0,4.0
VICENTE PIRES,940000.0,350.0,5.0
CEILANDIA,335000.0,128.0,4.0
PARK WAY,3790000.0,511.0,5.0
GUARA,1350000.0,123.0,4.0
VICENTE PIRES,750000.0,750.0,3.0
JARDIM BOTANICO,2980000.0,520.0,4.0
PLANALTINA,1100000.0,0.0,5.0
CEILANDIA,1660000.0,750.0,6.0
TAGUATINGA,799000.0,250.0,5.0
ARNIQUEIRA,1290000.0,212.0,3.0
PLANALTINA,380000.0,2.0,10.0
TAGUATINGA,940000.0,270.0,6.0
SAMAMBAIA,450000.0,280.0,4.0
RECANTO DAS EMAS,685000.0,114.0,3.0
TAGUATINGA,580000.0,200.0,3.0
VICENTE PIRES,600000.0,100.0,3.0
LAGO SUL,6500000.0,500.0,4.0
SAMAMBAIA,250000.0,112.0,2.0
GAMA,1150000.0,585.0,3.0
,1400000.0,250.0,4.0
JARDIM BOTANICO,2499000.0,552.0,4.0
LAGO NORTE,2549000.0,450.0,5.0
GAMA,750000.0,200.0,3.0
,1500000.0,273.0,4.0
AGUAS CLARAS,690000.0,110.0,3.0
AGUAS CLARAS,890000.0,106.0,3.0
SOBRADINHO,880000.0,360.0,4.0
GUARA,1390000.0,161.0,4.0
SOBRADINHO,670000.0,254.0,4.0
AGUAS CLARAS,515000.0,64.0,2.0
ARNIQUEIRA,1100000.0,200.0,3.0
JARDIM BOTANICO,2300000.0,2.0,6.0
ARNIQUEIRA,1400000.0,240.0,4.0
SOBRADINHO,1950000.0,500.0,4.0
LAGO SUL,5400000.0,529.0,4.0
SOBRADINHO,1700000.0,268.0,4.0
PARK WAY,4700000.0,730.0,4.0
GUARA,1250000.0,185.0,3.0
AGUAS CLARAS,885000.0,106.0,4.0
ASA SUL,390000.0,26.0,1.0
GUARA,1089000.0,200.0,8.0
ASA NORTE,1295000.0,52.0,1.0
SOBRADINHO,1600000.0,0.0,5.0
NOROESTE,1320000.0,84.0,2.0
SOBRADINHO,640000.0,190.0,4.0
VICENTE PIRES,1600000.0,450.0,4.0
SOBRADINHO,250000.0,109.0,2.0
SOBRADINHO,950000.0,224.0,10.0
ARNIQUEIRA,1350000.0,800.0,3.0
SANTA MARIA,439000.0,180.0,2.0
SOBRADINHO,190000.0,97.0,3.0
GUARA,380000.0,125.0,5.0
ASA NORTE,2835000.0,167.0,4.0
ASA NORTE,3100000.0,202.0,4.0
JARDIM BOTANICO,2190000.0,480.0,4.0
GUARA,450000.0,97.0,3.0
SOBRADINHO,1870000.0,540.0,4.0
CANDANGOLANDIA,669000.0,360.0,4.0
JARDIM BOTANICO,6300000.0,611.0,4.0
TAGUATINGA,850000.0,160.0,3.0
VICENTE PIRES,1100000.0,250.0,4.0
SOBRADINHO,340000.0,90.0,3.0
CEILANDIA,345000.0,37.0,3.0
SUDOESTE,2520000.0,227.0,3.0
CEILANDIA,427000.0,250.0,6.0
LAGO NORTE,3800000.0,1000.0,5.0
GUARA,1570000.0,200.0,4.0
TAGUATINGA,1190000.0,314.0,4.0
SAMAMBAIA,650000.0,360.0,5.0
GUARA,590000.0,183.0,2.0
SOBRADINHO,750000.0,200.0,4.0
AGUAS CLARAS,1200000.0,95.0,3.0
ASA NORTE,1690000.0,110.0,3.0
AGUAS CLARAS,1350000000.0,136.0,3.0
ASA SUL,27000.0,12.0,1.0
TAGUATINGA,550000.0,112.0,2.0
AGUAS CLARAS,1250000.0,143.0,3.0
ARNIQUEIRA,884000.0,450.0,3.0
ASA NORTE,1350000.0,99.0,3.0
GUARA,1129000.0,416.0,4.0
GAMA,1390000.0,300.0,3.0
ASA SUL,32000.0,12.0,1.0
JARDIM BOTANICO,3580000.0,410.0,4.0
NOROESTE,3627000.0,201.0,4.0
JARDIM BOTANICO,1100000.0,320.0,4.0
ASA SUL,260000.0,49.0,1.0
SOBRADINHO,1690000.0,388.0,6.0
SUDOESTE,2580000.0,132.0,3.0
VICENTE PIRES,1600000.0,536.0,3.0
GUARA,1550000.0,1550.0,5.0
AGUAS CLARAS,720000.0,123.0,3.0
ARNIQUEIRA,887000.0,300.0,3.0
AGUAS CLARAS,480000.0,60.0,2.0
SOBRADINHO,650000.0,233.0,3.0
ASA NORTE,3300000.0,272.0,3.0
ASA NORTE,215000.0,32.0,2.0
SOBRADINHO,530000.0,160.0,4.0
AGUAS CLARAS,330000.0,33.0,1.0
SOBRADINHO,450000.0,175.0,3.0
SOBRADINHO,1490000.0,400.0,5.0
LAGO NORTE,10500000.0,1200.0,4.0
VICENTE PIRES,900000.0,0.0,4.0
LAGO SUL,5300000.0,600.0,5.0
CEILANDIA,175000.0,47.0,1.0
TAGUATINGA,280000.0,59.0,3.0
AGUAS CLARAS,1600000.0,234.0,4.0
SAMAMBAIA,270000.0,58.0,2.0
SOBRADINHO,1300000.0,484.0,5.0
SAMAMBAIA,550000.0,170.0,2.0
VICENTE PIRES,1980000.0,250.0,3.0
AGUAS CLARAS,410000.0,54.0,2.0
AGUAS CLARAS,549990.0,10.0,3.0
SOBRADINHO,1100000.0,350.0,5.0
PARK WAY,6000000.0,756.0,5.0
SOBRADINHO,2500000.0,450.0,5.0
ARNIQUEIRA,1800000.0,480.0,6.0
AGUAS CLARAS,747000.0,86.0,1.0
PARK WAY,3200000.0,425.0,4.0
SOBRADINHO,1350000.0,460.0,5.0
TAGUATINGA,360000.0,52.0,2.0
ASA SUL,1390000.0,133.0,3.0
SOL NASCENTE,1200000.0,300.0,3.0
SAMAMBAIA,1280000.0,330.0,3.0
SAMAMBAIA,195000.0,31.0,1.0
ASA NORTE,350000.0,57.0,1.0
AGUAS CLARAS,450000.0,45.0,2.0
AGUAS CLARAS,590000.0,72.0,1.0
SANTA MARIA,4700000.0,20000.0,1.0
TAGUATINGA,348000.0,34.0,1.0
GUARA,800000.0,200.0,5.0
VICENTE PIRES,700000.0,400.0,3.0
AGUAS CLARAS,1570000.0,183.0,3.0
TAGUATINGA,860000.0,340.0,4.0
TAGUATINGA,750000.0,257.0,3.0
JARDINS MANGUEIRAL,430000.0,58.0,2.0
OCTOGONAL,970000.0,65.0,2.0
AGUAS CLARAS,749000.0,89.0,2.0
SOBRADINHO,280000.0,105.0,5.0
SOBRADINHO,1890000.0,260.0,3.0
ASA NORTE,320000.0,30.0,1.0
SAMAMBAIA,240000.0,80.0,3.0
CEILANDIA,780000.0,0.0,3.0
JARDIM BOTANICO,850000.0,253.0,3.0
VICENTE PIRES,847000.0,400.0,3.0
SUDOESTE,395000.0,26.0,1.0
ARNIQUEIRA,1450000.0,300.0,3.0
RIACHO FUNDO,170000.0,53.0,2.0
JARDINS MANGUEIRAL,450000.0,68.0,2.0
CANDANGOLANDIA,795000.0,140.0,4.0
GUARA,1618257.0,127.0,4.0
NOROESTE,4455022.0,269.0,4.0
JARDIM BOTANICO,2050000.0,350.0,3.0
SAMAMBAIA,450000.0,67.0,3.0
PARK WAY,3790000.0,600.0,4.0
NUCLEO BANDEIRANTE,659000.0,200.0,3.0
GAMA,930000.0,110.0,4.0
GUARA,165000.0,51.0,2.0
AGUAS CLARAS,1490000.0,170.0,3.0
AGUAS CLARAS,950000.0,104.0,4.0
ARNIQUEIRA,949900.0,483.0,3.0
TAGUATINGA,360000.0,47.0,1.0
GAMA,1290000.0,850.0,6.0
GAMA,1400000.0,330.0,4.0
AGUAS CLARAS,580000.0,58.0,1.0
SAMAMBAIA,190000.0,33.0,1.0
JARDIM BOTANICO,780000.0,832.0,3.0
SOBRADINHO,650000.0,166.0,2.0
ARNIQUEIRA,345000.0,200.0,3.0
ARNIQUEIRA,1370000.0,235.0,3.0
ASA NORTE,3200000.0,168.0,3.0
VICENTE PIRES,1200000.0,445.0,7.0
AGUAS CLARAS,535000.0,37.0,1.0
VICENTE PIRES,1850000.0,163.0,3.0
SOBRADINHO,1790000.0,350.0,4.0
JARDIM BOTANICO,1845000.0,365.0,4.0
JARDIM BOTANICO,1390000.0,186.0,2.0
GAMA,795000.0,525.0,5.0
SOBRADINHO,1980000.0,2.0,5.0
VICENTE PIRES,980000.0,210.0,3.0
SOBRADINHO,325000.0,230.0,3.0
NOROESTE,1789000.0,127.0,3.0
AGUAS CLARAS,299000.0,31.0,1.0
SAMAMBAIA,620000.0,300.0,3.0
TAGUATINGA,690000.0,210.0,2.0
AGUAS CLARAS,990000.0,127.0,2.0
SUDOESTE,1790000.0,124.0,4.0
VICENTE PIRES,1600000.0,367.0,4.0
NOROESTE,3150000.0,194.0,4.0
TAGUATINGA,890000.0,300.0,5.0
TAGUATINGA,828000.0,400.0,6.0
VICENTE PIRES,1100000.0,450.0,3.0
RIACHO FUNDO,450000.0,440.0,4.0
SOBRADINHO,1790000.0,388.0,6.0
AGUAS CLARAS,1190000.0,135.0,3.0
NOROESTE,7800000.0,522.0,3.0
AGUAS CLARAS,2860000.0,286.0,4.0
ARNIQUEIRA,1500000.0,800.0,6.0
JARDINS MANGUEIRAL,498900.0,236.0,3.0
SAMAMBAIA,349000.0,98.0,2.0
JARDIM BOTANICO,1850000.0,370.0,4.0
LAGO SUL,4200000.0,730.0,4.0
LAGO SUL,5400000.0,1000.0,5.0
GUARA,1850000.0,520.0,5.0
ASA SUL,528000.0,33.0,1.0
SAMAMBAIA,450000.0,140.0,2.0
JARDIM BOTANICO,1800000.0,300.0,3.0
JARDIM BOTANICO,8400000.0,782.0,4.0
PARK WAY,2400000.0,412.0,4.0
