BAIRRO,VALOR,AREA,QUARTOS,VALOR_M2,LOG_VALOR_M2
JARDIM BOTANICO,1285000.0,343.0,4.0,3746.3556851311955,8.228805719597132
VICENTE PIRES,1100000.0,408.0,3.0,2696.078431372549,7.899924403685574
CEILANDIA,630000.0,295.0,4.0,2135.593220338983,7.666967886399472
VICENTE PIRES,1200000.0,200.0,3.0,6000.0,8.699681400989514
VICENTE PIRES,489000.0,80.0,2.0,6112.5,8.718254719584245
VICENTE PIRES,1480000.0,188.0,3.0,7872.340425531915,8.971237701870127
AGUAS CLARAS,875000.0,127.0,4.0,6889.763779527559,8.837937211206098
SOBRADINHO,1049000.0,360.0,3.0,2913.8888888888887,7.977586981038872
SOBRADINHO,900000.0,117.0,3.0,7692.307692307692,8.948106099059425
SAMAMBAIA,420000.0,84.0,3.0,5000.0,8.517393171418904
VICENTE PIRES,950000.0,307.0,4.0,3094.4625407166122,8.037692621679998
GUARA,790000.0,80.0,3.0,9875.0,9.19786285046507
GUARA,3200000.0,205.0,3.0,15609.756097560976,9.655715449079633
TAGUATINGA,790000.0,203.0,4.0,3891.6256157635466,8.266839174417647
ARNIQUEIRA,2470000.0,840.0,4.0,2940.4761904761904,7.986666839924034
VICENTE PIRES,1300000.0,580.0,3.0,2241.3793103448274,7.71529277324042
AGUAS CLARAS,1100000.0,114.0,3.0,9649.122807017544,9.174725920367862
RIACHO FUNDO,600000.0,290.0,3.0,2068.9655172413795,7.635287227783166
ARNIQUEIRA,1990000.0,450.0,4.0,4422.222222222223,8.394623719025894
AGUAS CLARAS,980000.0,93.0,3.0,10537.63440860215,9.262803250950157
SOBRADINHO,1390000.0,200.0,3.0,6950.0,8.846640813100485
ARNIQUEIRA,2500000.0,625.0,4.0,4000.0,8.294299608857235
JARDIM BOTANICO,2500000.0,518.0,4.0,4826.254826254826,8.482033226115991
AGUAS CLARAS,860000.0,105.0,3.0,8190.476190476191,9.010849403642677
ARNIQUEIRA,1500000.0,100.0,1.0,15000.0,9.61587214452889
SAMAMBAIA,135000.0,90.0,3.0,1500.0,7.313886831633462
SAMAMBAIA,990000.0,200.0,3.0,4950.0,8.507344855361422
JARDIM BOTANICO,1790000.0,348.0,4.0,5143.6781609195405,8.545718092554447
NOROESTE,1999000.0,157.0,2.0,12732.48407643312,9.451990344319817
AGUAS CLARAS,597000.0,60.0,1.0,9950.0,9.205428327615163
VICENTE PIRES,780000.0,397.0,2.0,1964.735516372796,7.583621762854043
CEILANDIA,430000.0,160.0,3.0,2687.5,7.896738696249733
ASA NORTE,789000.0,90.0,3.0,8766.666666666666,9.0788259914335
VICENTE PIRES,1200000.0,185.0,3.0,6486.486486486487,8.777630444464112
JARDIM BOTANICO,884500.0,155.0,3.0,5706.451612903225,8.64952790055868
VICENTE PIRES,1650000.0,370.0,4.0,4459.459459459459,8.403007057524162
VICENTE PIRES,999000.0,234.0,3.0,4269.2307692307695,8.359423149078669
VICENTE PIRES,915000.0,180.0,3.0,5083.333333333333,8.533919195331823
ARNIQUEIRA,700000.0,350.0,4.0,2000.0,7.601402334583733
AGUAS CLARAS,799000.0,112.0,3.0,7133.928571428572,8.872757518848713
SOBRADINHO,280000.0,210.0,3.0,1333.3333333333333,7.196187070324464
CEILANDIA,240000.0,126.0,3.0,1904.7619047619048,7.552637157608366
GAMA,890000.0,365.0,3.0,2438.3561643835615,7.799489416412293
TAGUATINGA,450000.0,161.0,3.0,2795.031055900621,7.93595621055261
SOBRADINHO,850000.0,500.0,3.0,1700.0,7.438971592395862
VICENTE PIRES,800000.0,352.0,3.0,2272.7272727272725,7.729175734280353
JARDIM BOTANICO,1300000.0,215.0,3.0,6046.511627906977,8.70740216524496
JARDIM BOTANICO,2500000.0,500.0,4.0,5000.0,8.517393171418904
ARNIQUEIRA,2890000.0,600.0,4.0,4816.666666666667,8.480044995780732
VICENTE PIRES,1090000.0,500.0,3.0,2180.0,7.687538766201629
JARDIM BOTANICO,850000.0,100.0,2.0,8500.0,9.04793908261736
VICENTE PIRES,1150000.0,430.0,3.0,2674.4186046511627,7.891861134807241
ARNIQUEIRA,1250000.0,400.0,3.0,3125.0,8.047509510981422
ARNIQUEIRA,1950000.0,800.0,4.0,2437.5,7.7991383751501075
GAMA,1350000.0,260.0,4.0,5192.307692307692,8.555126093448104
ARNIQUEIRA,940000.0,350.0,3.0,2685.714285714286,7.896074270886765
GUARA,150000.0,72.0,1.0,2083.3333333333335,7.642204338899188
VICENTE PIRES,2000000.0,400.0,4.0,5000.0,8.517393171418904
VICENTE PIRES,1150000.0,270.0,4.0,4259.259259259259,8.357085296392631
SOBRADINHO,200000.0,180.0,3.0,1111.111111111111,7.0140153898827995
SAMAMBAIA,800000.0,650.0,3.0,1230.7692307692307,7.11620681386094
AGUAS CLARAS,750000.0,86.0,3.0,8720.93023255814,9.073595849351932
SAMAMBAIA,289000.0,140.0,2.0,2064.285714285714,7.633023856253129
ASA SUL,1160000.0,124.0,3.0,9354.838709677419,9.143755888316205
JARDIM BOTANICO,1240000.0,253.0,3.0,4901.185770750988,8.497436460300014
LAGO SUL,3390000.0,538.0,4.0,6301.115241635688,8.748640608667905
NOROESTE,1990000.0,124.0,3.0,16048.387096774193,9.683425940712143
LAGO NORTE,2400000.0,300.0,4.0,8000.0,8.987321812850125
JARDIM BOTANICO,1550000.0,350.0,3.0,4428.571428571428,8.396058115373144
ARNIQUEIRA,749000.0,160.0,2.0,4681.25,8.451534042609962
ARNIQUEIRA,1500000.0,280.0,3.0,5357.142857142857,8.586372712149801
JARDIM BOTANICO,3390000.0,517.0,4.0,6557.059961315281,8.788450100594767
JARDIM BOTANICO,1770000.0,320.0,3.0,5531.25,8.618349883375975
AGUAS CLARAS,560000.0,83.0,3.0,6746.987951807229,8.816999658217796
ARNIQUEIRA,700000.0,200.0,3.0,3500.0,8.160803920954665
CEILANDIA,300000.0,260.0,2.0,1153.8461538461538,7.051722413950769
JARDIM BOTANICO,2500000.0,310.0,4.0,8064.5161290322585,8.995352984671873
AGUAS CLARAS,1250000.0,142.0,3.0,8802.81690140845,9.082940645225232
GUARA,1285000.0,124.0,4.0,10362.90322580645,9.246084204105257
LAGO NORTE,3250000.0,565.0,4.0,5752.212389380531,8.657513654203834
NOROESTE,2900000.0,164.0,4.0,17682.926829268294,9.780411417257653
GAMA,190000.0,275.0,1.0,690.9090909090909,6.539454575469021
ARNIQUEIRA,359000.0,120.0,3.0,2991.6666666666665,8.003920130673768
TAGUATINGA,305000.0,68.0,3.0,4485.294117647059,8.408782276383274
AGUAS CLARAS,2880000.0,284.0,4.0,10140.845070422536,9.224425220200278
ASA NORTE,2300000.0,155.0,2.0,14838.709677419354,9.605061953013788
JARDIM BOTANICO,1100000.0,250.0,3.0,4400.0,8.38958706681109
TAGUATINGA,470000.0,69.0,3.0,6811.594202898551,8.826528266824306
TAGUATINGA,970000.0,325.0,4.0,2984.6153846153848,8.001561163578986
JARDIM BOTANICO,580000.0,150.0,2.0,3866.6666666666665,8.260406675679436
AGUAS CLARAS,1900000.0,320.0,4.0,5937.5,8.689211855214294
ASA NORTE,1650000.0,114.0,3.0,14473.684210526315,9.580156486004691
CEILANDIA,400000.0,120.0,3.0,3333.3333333333335,8.11202803831707
VICENTE PIRES,1800000.0,280.0,3.0,6428.571428571428,8.768663163155189
AGUAS CLARAS,650000.0,223.0,3.0,2914.798206278027,7.977898888497347
VICENTE PIRES,1630000.0,245.0,4.0,6653.061224489796,8.802982657691757
AGUAS CLARAS,1730000.0,183.0,3.0,9453.551912568306,9.154251588385016
AGUAS CLARAS,2800000.0,284.0,4.0,9859.154929577464,9.196257160412125
CEILANDIA,335000.0,128.0,4.0,2617.1875,7.870237563462201
GUARA,1350000.0,123.0,4.0,10975.609756097561,9.30352190200294
VICENTE PIRES,750000.0,750.0,3.0,1000.0,6.90875477931522
JARDIM BOTANICO,2980000.0,520.0,4.0,5730.7692307692305,8.653779528327641
ARNIQUEIRA,1290000.0,212.0,3.0,6084.905660377359,8.713730829248597
SAMAMBAIA,450000.0,280.0,4.0,1607.142857142857,7.382835287299491
TAGUATINGA,580000.0,200.0,3.0,2900.0,7.972810784121404
VICENTE PIRES,600000.0,100.0,3.0,6000.0,8.699681400989514
SAMAMBAIA,250000.0,112.0,2.0,2232.1428571428573,7.7111652252272505
GAMA,1150000.0,585.0,3.0,1965.8119658119658,7.584169219417979
JARDIM BOTANICO,2499000.0,552.0,4.0,4527.173913043478,8.418074027503096
GAMA,750000.0,200.0,3.0,3750.0,8.229777750081887
AGUAS CLARAS,690000.0,110.0,3.0,6272.727272727273,8.744125918364817
AGUAS CLARAS,890000.0,106.0,3.0,8396.22641509434,9.035656741627875
SOBRADINHO,880000.0,360.0,4.0,2444.4444444444443,7.801982162258453
GUARA,1390000.0,161.0,4.0,8633.540372670808,9.063525760753073
SOBRADINHO,670000.0,254.0,4.0,2637.7952755905512,7.878077756984278
AGUAS CLARAS,515000.0,64.0,2.0,8046.875,8.993163360409756
ARNIQUEIRA,1100000.0,200.0,3.0,5500.0,8.612685172875459
ARNIQUEIRA,1400000.0,240.0,4.0,5833.333333333333,8.671515285122727
SOBRADINHO,1950000.0,500.0,4.0,3900.0,8.268988209506656
SOBRADINHO,1700000.0,268.0,4.0,6343.2835820895525,8.75530946314942
GUARA,1250000.0,185.0,3.0,6756.756756756757,8.81844627324924
AGUAS CLARAS,885000.0,106.0,4.0,8349.056603773584,9.030023596716964
NOROESTE,1320000.0,84.0,2.0,15714.285714285714,9.66238913005817
SOBRADINHO,640000.0,190.0,4.0,3368.4210526315787,8.122496214116705
VICENTE PIRES,1600000.0,450.0,4.0,3555.5555555555557,8.176547814902277
SOBRADINHO,250000.0,109.0,2.0,2293.577981651376,7.738304219594858
ARNIQUEIRA,1350000.0,800.0,3.0,1687.5,7.431595839825622
SOBRADINHO,190000.0,97.0,3.0,1958.7628865979382,7.580578768680807
ASA NORTE,2835000.0,167.0,4.0,16976.047904191615,9.739617587517886
ASA NORTE,3100000.0,202.0,4.0,15346.534653465347,9.638710131221588
JARDIM BOTANICO,2190000.0,480.0,4.0,4562.5,8.425845151956931
GUARA,450000.0,97.0,3.0,4639.1752577319585,8.442507415569914
SOBRADINHO,1870000.0,540.0,4.0,3462.962962962963,8.150168577639878
TAGUATINGA,850000.0,160.0,3.0,5312.5,8.57800603081275
VICENTE PIRES,1100000.0,250.0,4.0,4400.0,8.38958706681109
SOBRADINHO,340000.0,90.0,3.0,3777.777777777778,8.237155897116011
SUDOESTE,2520000.0,227.0,3.0,11101.321585903084,9.31490951731438
GUARA,1570000.0,200.0,4.0,7850.0,8.968396191198256
TAGUATINGA,1190000.0,314.0,4.0,3789.808917197452,8.240334709919287
GUARA,590000.0,183.0,2.0,3224.0437158469945,8.078701784439394
SOBRADINHO,750000.0,200.0,4.0,3750.0,8.229777750081887
AGUAS CLARAS,1200000.0,95.0,3.0,12631.578947368422,9.44403438669084
ASA NORTE,1690000.0,110.0,3.0,15363.636363636364,9.639823807746055
TAGUATINGA,550000.0,112.0,2.0,4910.714285714285,8.499378301546125
AGUAS CLARAS,1250000.0,143.0,3.0,8741.258741258742,9.075923872475396
ARNIQUEIRA,884000.0,450.0,3.0,1964.4444444444443,7.583473679107288
ASA NORTE,1350000.0,99.0,3.0,13636.363636363636,9.520568630924599
GUARA,1129000.0,416.0,4.0,2713.9423076923076,7.906525982673499
GAMA,1390000.0,300.0,3.0,4633.333333333333,8.441247634501433
JARDIM BOTANICO,1100000.0,320.0,4.0,3437.5,8.14279060875989
VICENTE PIRES,1600000.0,536.0,3.0,2985.0746268656717,8.001714970039236
AGUAS CLARAS,720000.0,123.0,3.0,5853.658536585366,8.674992954362802
ARNIQUEIRA,887000.0,300.0,3.0,2956.6666666666665,7.992155948167228
AGUAS CLARAS,480000.0,60.0,2.0,8000.0,8.987321812850125
SOBRADINHO,650000.0,233.0,3.0,2789.6995708154504,7.934047585612593
ASA NORTE,3300000.0,272.0,3.0,12132.35294117647,9.403713380986444
SOBRADINHO,530000.0,160.0,4.0,3312.5,8.105760311528282
SOBRADINHO,450000.0,175.0,3.0,2571.4285714285716,7.852605701114192
AGUAS CLARAS,1600000.0,234.0,4.0,6837.606837606838,8.83033931115882
SAMAMBAIA,550000.0,170.0,2.0,3235.294117647059,8.082184163308728
VICENTE PIRES,1980000.0,250.0,3.0,7920.0,8.97727273946428
AGUAS CLARAS,747000.0,86.0,1.0,8686.046511627907,9.06958828841019
PARK WAY,3200000.0,425.0,4.0,7529.411764705882,8.926705002526738
ASA SUL,1390000.0,133.0,3.0,10451.127819548872,9.254560855760989
SAMAMBAIA,1280000.0,330.0,3.0,3878.787878787879,8.263535760707342
AGUAS CLARAS,590000.0,72.0,1.0,8194.444444444445,9.011333723318621
VICENTE PIRES,700000.0,400.0,3.0,1750.0,7.467942332285852
AGUAS CLARAS,1570000.0,183.0,3.0,8579.234972677596,9.057216578199975
TAGUATINGA,860000.0,340.0,4.0,2529.4117647058824,7.836137321326933
TAGUATINGA,750000.0,257.0,3.0,2918.2879377431905,7.979095008587127
AGUAS CLARAS,749000.0,89.0,2.0,8415.730337078652,9.037976710808207
SOBRADINHO,1890000.0,260.0,3.0,7269.2307692307695,8.89154331269651
SAMAMBAIA,240000.0,80.0,3.0,3000.0,8.006700845440367
JARDIM BOTANICO,850000.0,253.0,3.0,3359.683794466403,8.119899742509704
VICENTE PIRES,847000.0,400.0,3.0,2117.5,7.658463570066614
ARNIQUEIRA,1450000.0,300.0,3.0,4833.333333333333,8.48349851489214
GUARA,1618257.0,127.0,4.0,12742.181102362205,9.452751592020748
JARDIM BOTANICO,2050000.0,350.0,3.0,5857.142857142857,8.67558791376545
SAMAMBAIA,450000.0,67.0,3.0,6716.417910447762,8.812459120161575
GAMA,930000.0,110.0,4.0,8454.545454545454,9.042577771912438
AGUAS CLARAS,1490000.0,170.0,3.0,8764.70588235294,9.07860232832289
AGUAS CLARAS,950000.0,104.0,4.0,9134.615384615385,9.119935832127755
ARNIQUEIRA,949900.0,483.0,3.0,1966.6666666666667,7.58460368657258
GAMA,1400000.0,330.0,4.0,4242.424242424242,8.353125826634427
JARDIM BOTANICO,780000.0,832.0,3.0,937.5,6.844282856026563
SOBRADINHO,650000.0,166.0,2.0,3915.6626506024095,8.272995205525561
ARNIQUEIRA,345000.0,200.0,3.0,1725.0,7.453561871643373
ARNIQUEIRA,1370000.0,235.0,3.0,5829.787234042553,8.670907301796788
VICENTE PIRES,1850000.0,163.0,3.0,11349.693251533743,9.337034100474561
SOBRADINHO,1790000.0,350.0,4.0,5114.285714285715,8.539988534946094
JARDIM BOTANICO,1845000.0,365.0,4.0,5054.7945205479455,8.528290294286428
JARDIM BOTANICO,1390000.0,186.0,2.0,7473.118279569892,8.919201435391159
VICENTE PIRES,980000.0,210.0,3.0,4666.666666666667,8.448414582687667
SOBRADINHO,325000.0,230.0,3.0,1413.0434782608695,7.254208594400252
NOROESTE,1789000.0,127.0,3.0,14086.614173228347,9.553051262892179
SAMAMBAIA,620000.0,300.0,3.0,2066.6666666666665,7.634176036305008
TAGUATINGA,690000.0,210.0,2.0,3285.714285714286,8.097643647377655
AGUAS CLARAS,990000.0,127.0,2.0,7795.275590551181,8.961401410252925
SUDOESTE,1790000.0,124.0,4.0,14435.483870967742,9.577513883555604
VICENTE PIRES,1600000.0,367.0,4.0,4359.673024523161,8.380381687853015
NOROESTE,3150000.0,194.0,4.0,16237.113402061856,9.695116437143655
VICENTE PIRES,1100000.0,450.0,3.0,2444.4444444444443,7.801982162258453
RIACHO FUNDO,450000.0,440.0,4.0,1022.7272727272727,6.931205434898655
AGUAS CLARAS,1190000.0,135.0,3.0,8814.814814814816,9.084302525592994
AGUAS CLARAS,2860000.0,286.0,4.0,10000.0,9.210440366976517
SAMAMBAIA,349000.0,98.0,2.0,3561.2244897959185,8.17814048538867
JARDIM BOTANICO,1850000.0,370.0,4.0,5000.0,8.517393171418904
SAMAMBAIA,450000.0,140.0,2.0,3214.285714285714,8.075671501863283
JARDIM BOTANICO,1800000.0,300.0,3.0,6000.0,8.699681400989514
PARK WAY,2400000.0,412.0,4.0,5825.242718446602,8.670127597902278
AGUAS CLARAS,670000.0,110.0,3.0,6090.909090909091,8.714716791203296
PARK WAY,579000.0,80.0,1.0,7237.5,8.887169281594097
AGUAS CLARAS,650000.0,62.0,2.0,10483.870967741936,9.25768863689329
ARNIQUEIRA,850000.0,600.0,4.0,1416.6666666666667,7.256767606585524
GUARA,620000.0,164.0,4.0,3780.487804878049,8.237872810347884
AGUAS CLARAS,1400000.0,150.0,4.0,9333.333333333334,9.141454637606989
ARNIQUEIRA,1690000.0,272.0,3.0,6213.235294117647,8.734597954398284
JARDIM BOTANICO,1190000.0,165.0,3.0,7212.121212121212,8.883657037037537
RIACHO FUNDO,1200000.0,250.0,2.0,4800.0,8.476579508530941
SOBRADINHO,650000.0,200.0,4.0,3250.0,8.086717920303906
JARDIM BOTANICO,1490000.0,400.0,4.0,3725.0,8.223090551161533
ASA SUL,670000.0,60.0,2.0,11166.666666666666,9.320777977374291
AGUAS CLARAS,590000.0,60.0,2.0,9833.333333333334,9.19363494340448
VICENTE PIRES,1400000.0,440.0,4.0,3181.818181818182,8.065522304010056
JARDIM BOTANICO,700000.0,550.0,4.0,1272.7272727272727,7.149702741572861
JARDIM BOTANICO,1590000.0,298.0,3.0,5335.5704697986575,8.582338491513465
SUDOESTE,2990000.0,212.0,4.0,14103.77358490566,9.55426857119139
VICENTE PIRES,2969000.0,400.0,4.0,7422.5,8.912405923060051
JARDIM BOTANICO,2900000.0,273.0,3.0,10622.710622710623,9.270843633272081
SAMAMBAIA,430000.0,89.0,3.0,4831.460674157303,8.48311107326506
LAGO NORTE,2980000.0,726.0,4.0,4104.683195592286,8.320127438146319
SAMAMBAIA,570000.0,93.0,3.0,6129.032258064516,8.720955291243412
LAGO SUL,3500000.0,450.0,3.0,7777.777777777777,8.95915450685925
AGUAS CLARAS,1145000.0,165.0,4.0,6939.393939393939,8.84511381549129
JARDIM BOTANICO,690000.0,163.0,3.0,4233.128834355828,8.35093287975238
VICENTE PIRES,500000.0,220.0,3.0,2272.7272727272725,7.729175734280353
JARDIM BOTANICO,1250000.0,620.0,4.0,2016.1290322580646,7.609430508272006
TAGUATINGA,950000.0,372.0,3.0,2553.7634408602153,7.845714911603918
JARDIM BOTANICO,1290000.0,223.0,4.0,5784.7533632286995,8.663153858154802
VICENTE PIRES,236000.0,78.0,3.0,3025.641025641026,8.015208711186837
SUDOESTE,3400000.0,298.0,4.0,11409.395973154362,9.34228014629903
VICENTE PIRES,650000.0,413.0,3.0,1573.8498789346247,7.361915231754831
JARDIM BOTANICO,2600000.0,400.0,4.0,6500.0,8.77971129020447
SOBRADINHO,650000.0,160.0,4.0,4062.5,8.30979995019326
SOBRADINHO,1200000.0,300.0,4.0,4000.0,8.294299608857235
AGUAS CLARAS,780000.0,80.0,3.0,9750.0,9.18512512283512
CEILANDIA,360000.0,250.0,3.0,1440.0,7.273092595999522
SOBRADINHO,965000.0,1000.0,4.0,965.0,6.873163834212518
SAMAMBAIA,360000.0,63.0,3.0,5714.285714285715,8.650899568730047
VICENTE PIRES,1200000.0,200.0,3.0,6000.0,8.699681400989514
VICENTE PIRES,1550000.0,318.0,4.0,4874.213836477988,8.491919246362876
ASA NORTE,700000.0,61.0,1.0,11475.409836065573,9.348048888912656
PARK WAY,1990000.0,400.0,4.0,4975.0,8.512381634419015
SOBRADINHO,2100000.0,290.0,3.0,7241.379310344828,8.887705065416958
AGUAS CLARAS,899000.0,120.0,3.0,7491.666666666667,8.921680043410102
ARNIQUEIRA,1499000.0,307.0,4.0,4882.736156351792,8.49366581173036
ARNIQUEIRA,1699000.0,580.0,4.0,2929.310344827586,7.982863616138391
AGUAS CLARAS,1450000.0,112.0,3.0,12946.42857142857,9.468652481498012
SOBRADINHO,769000.0,350.0,4.0,2197.1428571428573,7.695368127002065
JARDIM BOTANICO,2990000.0,394.0,4.0,7588.832487309644,8.934564799962944
JARDIM BOTANICO,1790000.0,305.0,3.0,5868.852459016393,8.67758477775607
VICENTE PIRES,1399999.0,300.0,3.0,4666.663333333333,8.448413868554727
SOBRADINHO,780000.0,300.0,4.0,2600.0,7.8636512654486515
SOBRADINHO,950000.0,240.0,3.0,3958.3333333333335,8.283830939907697
TAGUATINGA,520000.0,310.0,3.0,1677.4193548387098,7.4256077692954605
SAMAMBAIA,870000.0,266.0,3.0,3270.6766917293235,8.093057882244377
TAGUATINGA,590000.0,70.0,3.0,8428.57142857143,9.039501210862689
AGUAS CLARAS,550000.0,63.0,3.0,8730.15873015873,9.074653369711836
SOBRADINHO,650000.0,180.0,3.0,3611.1111111111113,8.192047675722415
SOBRADINHO,980000.0,390.0,4.0,2512.8205128205127,7.829558991541982
TAGUATINGA,580000.0,150.0,3.0,3866.6666666666665,8.260406675679436
SAMAMBAIA,589000.0,128.0,2.0,4601.5625,8.434368492591348
SAMAMBAIA,220000.0,120.0,3.0,1833.3333333333333,7.514436388391649
VICENTE PIRES,1690000.0,350.0,4.0,4828.571428571428,8.482513011565146
ARNIQUEIRA,1100000.0,191.0,3.0,5759.162303664922,8.658720931012557
ASA SUL,1990000.0,372.0,4.0,5349.462365591397,8.584938259630787
SAMAMBAIA,850000.0,407.0,3.0,2088.4520884520884,7.64465715195391
RIACHO FUNDO,365000.0,192.0,3.0,1901.0416666666667,7.550683149630195
SOBRADINHO,1350000.0,476.0,4.0,2836.1344537815125,7.950549826629624
SAMAMBAIA,320000.0,63.0,3.0,5079.3650793650795,8.533138404007037
AGUAS CLARAS,2100000.0,180.0,2.0,11666.666666666666,9.364576762415895
CEILANDIA,1400000.0,750.0,2.0,1866.6666666666667,7.532445158897175
CEILANDIA,499000.0,89.0,3.0,5606.741573033708,8.631903345811276
ARNIQUEIRA,1700000.0,280.0,3.0,6071.428571428572,8.711513898177023
AGUAS CLARAS,920000.0,106.0,2.0,8679.245283018869,9.068805065667446
VICENTE PIRES,850000.0,150.0,4.0,5666.666666666667,8.642532789389376
SOBRADINHO,2890000.0,390.0,4.0,7410.25641025641,8.910755259957133
LAGO SUL,2800000.0,715.0,4.0,3916.083916083916,8.273102756996195
AGUAS CLARAS,635000.0,68.0,3.0,9338.235294117647,9.141979653579533
GAMA,1650000.0,800.0,4.0,2062.5,7.632158849192637
LAGO SUL,3500000.0,776.0,4.0,4510.309278350515,8.414342695987157
GUARA,760000.0,83.0,3.0,9156.626506024097,9.122342309029197
AGUAS CLARAS,2673480.0,215.0,4.0,12434.790697674418,9.428333940679536
PARK WAY,2150000.0,242.0,3.0,8884.297520661157,9.092153225752503
SUDOESTE,1990000.0,147.0,4.0,13537.414965986394,9.513286476540467
SOBRADINHO,1350000.0,450.0,4.0,3000.0,8.006700845440367
TAGUATINGA,355000.0,65.0,3.0,5461.538461538462,8.605668880392964
JARDIM BOTANICO,750000.0,80.0,2.0,9375.0,9.145908511816794
JARDIM BOTANICO,874900.0,180.0,2.0,4860.555555555556,8.489113738841633
AGUAS CLARAS,900000.0,107.0,3.0,8411.214953271028,9.037440089666706
JARDIM BOTANICO,1790000.0,700.0,4.0,2557.1428571428573,7.847036827781446
SOBRADINHO,1480000.0,235.0,4.0,6297.872340425532,8.748125902775111
RIACHO FUNDO,480000.0,224.0,2.0,2142.8571428571427,7.670361888840676
AGUAS CLARAS,722000.0,62.0,2.0,11645.161290322581,9.36273190171921
GUARA,1230000.0,200.0,4.0,6150.0,8.724369949208368
VICENTE PIRES,980000.0,360.0,4.0,2722.222222222222,7.909571098680007
JARDIM BOTANICO,1750000.0,744.0,3.0,2352.1505376344085,7.763510363576129
PARK SUL,890000.0,62.0,2.0,14354.838709677419,9.571912017158231
VICENTE PIRES,2500000.0,440.0,4.0,5681.818181818182,8.64520254743994
SUDOESTE,769000.0,60.0,2.0,12816.666666666666,9.458579706629035
AGUAS CLARAS,1090000.0,119.0,3.0,9159.66386554622,9.122673929446643
AGUAS CLARAS,830000.0,127.0,3.0,6535.433070866142,8.785146893657233
ARNIQUEIRA,990000.0,240.0,3.0,4125.0,8.325063693631197
VICENTE PIRES,1320000.0,280.0,4.0,4714.285714285715,8.458564790110902
SOBRADINHO,550000.0,320.0,4.0,1718.75,7.4499342104061235
AGUAS CLARAS,578000.0,72.0,2.0,8027.777777777777,8.990787588354625
ARNIQUEIRA,1850000.0,700.0,4.0,2642.8571428571427,7.879994168822435
NOROESTE,1900000.0,152.0,2.0,12500.0,9.433563920090563
ARNIQUEIRA,450000.0,400.0,2.0,1125.0,7.026426808699636
JARDIM BOTANICO,1750000.0,247.0,4.0,7085.0202429149795,8.865879142169147
JARDIM BOTANICO,850000.0,164.0,3.0,5182.926829268293,8.553318123208017
JARDIM BOTANICO,1150000.0,550.0,3.0,2090.909090909091,7.645832368652203
TAGUATINGA,680000.0,250.0,4.0,2720.0,7.908754738783246
TAGUATINGA,310000.0,69.0,3.0,4492.753623188406,8.410443627741834
SOBRADINHO,699000.0,350.0,4.0,1997.142857142857,7.5999734567239905
ARNIQUEIRA,1000000.0,350.0,4.0,2857.1428571428573,7.957927342245103
VICENTE PIRES,1890000.0,350.0,3.0,5400.0,8.594339400592892
AGUAS CLARAS,555000.0,77.0,3.0,7207.792207792208,8.883056699990298
VICENTE PIRES,1000000.0,400.0,4.0,2500.0,7.824445930877619
SOBRADINHO,300000.0,130.0,2.0,2307.6923076923076,7.744436542654315
VICENTE PIRES,1495000.0,390.0,4.0,3833.3333333333335,8.251750861227901
GUARA,740000.0,165.0,3.0,4484.848484848485,8.408682939397966
VICENTE PIRES,1400000.0,800.0,3.0,1750.0,7.467942332285852
CEILANDIA,490000.0,250.0,3.0,1960.0,7.581209826196346
PARK SUL,3225039.0,187.0,3.0,17246.197860962566,9.755404966421489
PARK SUL,1290000.0,75.0,2.0,17200.0,9.75272280064639
SOBRADINHO,1620000.0,170.0,4.0,9529.411764705883,9.162243202924275
AGUAS CLARAS,599000.0,110.0,3.0,5445.454545454545,8.602720133844517
SOBRADINHO,730000.0,250.0,3.0,2920.0,7.979681302387741
VICENTE PIRES,1800000.0,320.0,3.0,5625.0,8.635153989049803
NOROESTE,1100000.0,70.0,2.0,15714.285714285714,9.66238913005817
JARDIM BOTANICO,2990000.0,420.0,4.0,7119.047619047619,8.870669692452143
GAMA,620000.0,169.0,3.0,3668.639053254438,8.207848585600008
TAGUATINGA,595000.0,179.0,4.0,3324.0223463687153,8.109231673779766
VICENTE PIRES,1350000.0,728.0,4.0,1854.3956043956043,7.525853216129162
SAMAMBAIA,349000.0,66.0,2.0,5287.878787878788,8.573361553026617
TAGUATINGA,760000.0,97.0,3.0,7835.051546391753,8.96649035719386
JARDIM BOTANICO,2280000.0,300.0,4.0,7600.0,8.936035096566041
GUARA,998000.0,195.0,4.0,5117.948717948718,8.540704368425125
AGUAS CLARAS,1200000.0,95.0,3.0,12631.578947368422,9.44403438669084
SOBRADINHO,995000.0,150.0,3.0,6633.333333333333,8.80001346445111
TAGUATINGA,990000.0,405.0,4.0,2444.4444444444443,7.801982162258453
ASA NORTE,1150000.0,95.0,3.0,12105.263157894737,9.401478214022633
LAGO NORTE,2650000.0,480.0,4.0,5520.833333333333,8.616465209733507
VICENTE PIRES,1449900.0,275.0,4.0,5272.363636363636,8.570423699102948
VICENTE PIRES,1350000.0,400.0,3.0,3375.0,8.124446855715847
AGUAS CLARAS,2000000.0,157.0,4.0,12738.853503184713,9.452490430094947
JARDIM BOTANICO,650000.0,200.0,3.0,3250.0,8.086717920303906
NOROESTE,1360000.0,85.0,2.0,16000.0,9.680406499268875
SOBRADINHO,450000.0,153.0,3.0,2941.176470588235,7.986904882567165
RIACHO FUNDO,530000.0,144.0,3.0,3680.5555555555557,8.211090647162264
